image_id,label,fertilizer
200891.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200892.jpg,normal,
200893.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200894.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200895.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200896.jpg,normal,
200897.jpg,normal,
200898.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
200899.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200900.jpg,normal,
200901.jpg,normal,
200902.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200903.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200904.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
200905.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200906.jpg,normal,
200907.jpg,normal,
200908.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200909.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
200910.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200911.jpg,normal,
200912.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200913.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200914.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
200915.jpg,normal,
200916.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
200917.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
200918.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
200919.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200920.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
200921.jpg,normal,
200922.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200923.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
200924.jpg,normal,
200925.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
200926.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200927.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
200928.jpg,normal,
200929.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
200930.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
200931.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200932.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200933.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200934.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200935.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
200936.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200937.jpg,normal,
200938.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200939.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200940.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200941.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200942.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200943.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200944.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200945.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200946.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
200947.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200948.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200949.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200950.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200951.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200952.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
200953.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
200954.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200955.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200956.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
200957.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200958.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
200959.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
200960.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200961.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200962.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
200963.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200964.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200965.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200966.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200967.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
200968.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200969.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200970.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
200971.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200972.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
200973.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
200974.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200975.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
200976.jpg,normal,
200977.jpg,normal,
200978.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
200979.jpg,normal,
200980.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200981.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
200982.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
200983.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
200984.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
200985.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200986.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
200987.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
200988.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
200989.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200990.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200991.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
200992.jpg,normal,
200993.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
200994.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200995.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
200996.jpg,normal,
200997.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
200998.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
200999.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201000.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201001.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201002.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201003.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201004.jpg,normal,
201005.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201006.jpg,normal,
201007.jpg,normal,
201008.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201009.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201010.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201011.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201012.jpg,normal,
201013.jpg,normal,
201014.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201015.jpg,normal,
201016.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201017.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201018.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201019.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201020.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201021.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201022.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201023.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201024.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201025.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201026.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201027.jpg,normal,
201028.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201029.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201030.jpg,normal,
201031.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201032.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201033.jpg,normal,
201034.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201035.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201036.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201037.jpg,normal,
201038.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201039.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201040.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201041.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201042.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201043.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201044.jpg,normal,
201045.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201046.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201047.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201048.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201049.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201050.jpg,normal,
201051.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201052.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201053.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201054.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201055.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201056.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201057.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201058.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201059.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201060.jpg,normal,
201061.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201062.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201063.jpg,normal,
201064.jpg,normal,
201065.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201066.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201067.jpg,normal,
201068.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201069.jpg,normal,
201070.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201071.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201072.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201073.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201074.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201075.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201076.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201077.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201078.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201079.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201080.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201081.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201082.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201083.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201084.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201085.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201086.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201087.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201088.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201089.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201090.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201091.jpg,normal,
201092.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201093.jpg,normal,
201094.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201095.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201096.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201097.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201098.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201099.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201100.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201101.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201102.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201103.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201104.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201105.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201106.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201107.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201108.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201109.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201110.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201111.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201112.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201113.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201114.jpg,normal,
201115.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201116.jpg,normal,
201117.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201118.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201119.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201120.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201121.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201122.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201123.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201124.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201125.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201126.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201127.jpg,normal,
201128.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201129.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201130.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201131.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201132.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201133.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201134.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201135.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201136.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201137.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201138.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201139.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201140.jpg,normal,
201141.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201142.jpg,normal,
201143.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201144.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201145.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201146.jpg,normal,
201147.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201148.jpg,bacterial_leaf_blight,NPK 12-32-16 + Zinc Sulfate (ZnSO₄) (Optional)
201149.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201150.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201151.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201152.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201153.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201154.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201155.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201156.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201157.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201158.jpg,normal,
201159.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201160.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201161.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201162.jpg,normal,
201163.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201164.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201165.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201166.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201167.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201168.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201169.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201170.jpg,normal,
201171.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201172.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201173.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201174.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201175.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201176.jpg,normal,
201177.jpg,normal,
201178.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201179.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201180.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201181.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201182.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201183.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201184.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201185.jpg,normal,
201186.jpg,downy_mildew,
201187.jpg,normal,
201188.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201189.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201190.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201191.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201192.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201193.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201194.jpg,normal,
201195.jpg,normal,
201196.jpg,normal,
201197.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201198.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201199.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201200.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201201.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201202.jpg,normal,
201203.jpg,normal,
201204.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201205.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201206.jpg,normal,
201207.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201208.jpg,normal,
201209.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201210.jpg,normal,
201211.jpg,bacterial_panicle_blight,NPK 13-26-21 + Calcium (Ca) (Optional)
201212.jpg,normal,
201213.jpg,blast,NPK 10-26-26 (High Phosphorus & Potassium) + Silicon (Optional)
201214.jpg,downy_mildew,NPK 10-30-20 + Calcium (Ca) + Zinc (Zn) (Optional)
201215.jpg,normal,
201216.jpg,bacterial_leaf_streak,NPK 10-26-26 + Zinc Sulfate (ZnSO₄) (Optional)
201217.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201218.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201219.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201220.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201221.jpg,brown_spot,Zinc Sulfate (ZnSO₄) - 21% or 33% Zn
201222.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
201223.jpg,dead_heart,Nitrogen-Phosphorus-Potassium (NPK 20-20-20) + Zinc Sulfate (ZnSO₄)
201224.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201225.jpg,tungro,NPK 12-24-12 + Zinc Sulfate (ZnSO₄) (Optional)
201226.jpg,hispa,NPK 17-17-17 + Zinc Sulfate (ZnSO₄) (Optional)
